[INFO] [1751366279.761408812] [minimal_publisher]: TIME: 14.371840 ms, Objects detected: 59
[INFO] [1751366280.142515785] [minimal_publisher]: TIME: 7.145472 ms, Objects detected: 72
[INFO] [1751366280.586946873] [minimal_publisher]: TIME: 6.130816 ms, Objects detected: 53
[INFO] [1751366280.985547030] [minimal_publisher]: TIME: 8.739168 ms, Objects detected: 38
[INFO] [1751366281.405720497] [minimal_publisher]: TIME: 10.834944 ms, Objects detected: 53
[INFO] [1751366281.809079898] [minimal_publisher]: TIME: 10.558240 ms, Objects detected: 63
[INFO] [1751366282.176398235] [minimal_publisher]: TIME: 11.046912 ms, Objects detected: 64
[INFO] [1751366282.509656737] [minimal_publisher]: TIME: 6.652960 ms, Objects detected: 52
[INFO] [1751366282.908937214] [minimal_publisher]: TIME: 12.204000 ms, Objects detected: 75
[INFO] [1751366283.240307645] [minimal_publisher]: TIME: 11.769824 ms, Objects detected: 74
[INFO] [1751366283.595539222] [minimal_publisher]: TIME: 7.053312 ms, Objects detected: 63
[INFO] [1751366283.967360629] [minimal_publisher]: TIME: 10.832192 ms, Objects detected: 63
[INFO] [1751366284.323564992] [minimal_publisher]: TIME: 6.668288 ms, Objects detected: 80
[INFO] [1751366284.684766810] [minimal_publisher]: TIME: 13.260800 ms, Objects detected: 83
[INFO] [1751366285.002635942] [minimal_publisher]: TIME: 6.509504 ms, Objects detected: 73
[INFO] [1751366285.364132438] [minimal_publisher]: TIME: 12.961792 ms, Objects detected: 85
[INFO] [1751366285.645661157] [minimal_publisher]: TIME: 7.177376 ms, Objects detected: 87
[INFO] [1751366285.995064711] [minimal_publisher]: TIME: 9.568320 ms, Objects detected: 55
[INFO] [1751366286.322736921] [minimal_publisher]: TIME: 7.022560 ms, Objects detected: 91
[INFO] [1751366286.619683946] [minimal_publisher]: TIME: 14.184352 ms, Objects detected: 91
[INFO] [1751366286.956568926] [minimal_publisher]: TIME: 6.519072 ms, Objects detected: 68
[INFO] [1751366287.255962944] [minimal_publisher]: TIME: 10.450080 ms, Objects detected: 64
[INFO] [1751366287.557294687] [minimal_publisher]: TIME: 6.693888 ms, Objects detected: 77
[INFO] [1751366287.836141174] [minimal_publisher]: TIME: 6.414336 ms, Objects detected: 67
[INFO] [1751366288.150215644] [minimal_publisher]: TIME: 6.876000 ms, Objects detected: 58
[INFO] [1751366288.430763830] [minimal_publisher]: TIME: 12.117856 ms, Objects detected: 79
[INFO] [1751366288.721649978] [minimal_publisher]: TIME: 6.808576 ms, Objects detected: 80
[INFO] [1751366289.034437967] [minimal_publisher]: TIME: 11.103232 ms, Objects detected: 67
[INFO] [1751366289.291518706] [minimal_publisher]: TIME: 11.113632 ms, Objects detected: 70
[INFO] [1751366289.581947709] [minimal_publisher]: TIME: 7.106816 ms, Objects detected: 75
[INFO] [1751366289.882992796] [minimal_publisher]: TIME: 11.821600 ms, Objects detected: 72
[INFO] [1751366290.119028720] [minimal_publisher]: TIME: 6.373664 ms, Objects detected: 63
[INFO] [1751366290.411868031] [minimal_publisher]: TIME: 6.378464 ms, Objects detected: 63
[INFO] [1751366290.679937017] [minimal_publisher]: TIME: 11.328736 ms, Objects detected: 65
[INFO] [1751366290.943818166] [minimal_publisher]: TIME: 6.377568 ms, Objects detected: 66
[INFO] [1751366291.197174273] [minimal_publisher]: TIME: 10.930048 ms, Objects detected: 64
[INFO] [1751366291.462886997] [minimal_publisher]: TIME: 6.537216 ms, Objects detected: 71
[INFO] [1751366291.717322197] [minimal_publisher]: TIME: 7.015936 ms, Objects detected: 71
[INFO] [1751366291.994673838] [minimal_publisher]: TIME: 6.193152 ms, Objects detected: 54
[INFO] [1751366292.233230278] [minimal_publisher]: TIME: 10.232832 ms, Objects detected: 63
[INFO] [1751366292.495547028] [minimal_publisher]: TIME: 6.523616 ms, Objects detected: 73
[INFO] [1751366292.731810755] [minimal_publisher]: TIME: 11.032576 ms, Objects detected: 68
[INFO] [1751366292.986999115] [minimal_publisher]: TIME: 7.173984 ms, Objects detected: 56
[INFO] [1751366293.244720886] [minimal_publisher]: TIME: 9.992800 ms, Objects detected: 61
[INFO] [1751366293.463991431] [minimal_publisher]: TIME: 7.063264 ms, Objects detected: 76
[INFO] [1751366293.716521547] [minimal_publisher]: TIME: 10.883328 ms, Objects detected: 66
[INFO] [1751366293.975200249] [minimal_publisher]: TIME: 6.941696 ms, Objects detected: 62
[INFO] [1751366294.197821310] [minimal_publisher]: TIME: 6.960064 ms, Objects detected: 69
[INFO] [1751366294.427568250] [minimal_publisher]: TIME: 6.431008 ms, Objects detected: 69
[INFO] [1751366294.687035752] [minimal_publisher]: TIME: 11.415552 ms, Objects detected: 70
[INFO] [1751366294.901416595] [minimal_publisher]: TIME: 7.051424 ms, Objects detected: 60
[INFO] [1751366295.147141224] [minimal_publisher]: TIME: 11.021312 ms, Objects detected: 69
[INFO] [1751366295.360914172] [minimal_publisher]: TIME: 7.121568 ms, Objects detected: 63
[INFO] [1751366295.609761364] [minimal_publisher]: TIME: 9.937888 ms, Objects detected: 52
[INFO] [1751366295.848233138] [minimal_publisher]: TIME: 6.672096 ms, Objects detected: 75
[INFO] [1751366296.057449873] [minimal_publisher]: TIME: 11.365408 ms, Objects detected: 71
[INFO] [1751366296.293655941] [minimal_publisher]: TIME: 6.481920 ms, Objects detected: 65
[INFO] [1751366296.501217916] [minimal_publisher]: TIME: 11.236352 ms, Objects detected: 71
[INFO] [1751366296.734526838] [minimal_publisher]: TIME: 9.434560 ms, Objects detected: 47
[INFO] [1751366296.966062079] [minimal_publisher]: TIME: 6.490336 ms, Objects detected: 66
[INFO] [1751366297.166805885] [minimal_publisher]: TIME: 10.065344 ms, Objects detected: 61
[INFO] [1751366297.399769843] [minimal_publisher]: TIME: 6.959936 ms, Objects detected: 71
[INFO] [1751366297.607333767] [minimal_publisher]: TIME: 13.040832 ms, Objects detected: 79
[INFO] [1751366297.828046944] [minimal_publisher]: TIME: 12.030976 ms, Objects detected: 71
[INFO] [1751366298.021230294] [minimal_publisher]: TIME: 6.541312 ms, Objects detected: 64
[INFO] [1751366298.247055720] [minimal_publisher]: TIME: 10.249248 ms, Objects detected: 63
[INFO] [1751366298.470298550] [minimal_publisher]: TIME: 11.953696 ms, Objects detected: 69
[INFO] [1751366298.658647333] [minimal_publisher]: TIME: 7.359392 ms, Objects detected: 85
[INFO] [1751366298.885592841] [minimal_publisher]: TIME: 12.781856 ms, Objects detected: 77
[INFO] [1751366299.103250446] [minimal_publisher]: TIME: 11.335232 ms, Objects detected: 67
[INFO] [1751366299.289857054] [minimal_publisher]: TIME: 7.592800 ms, Objects detected: 70
[INFO] [1751366299.501552846] [minimal_publisher]: TIME: 6.663168 ms, Objects detected: 77
[INFO] [1751366299.702420751] [minimal_publisher]: TIME: 10.507264 ms, Objects detected: 63
[INFO] [1751366299.919330960] [minimal_publisher]: TIME: 6.586432 ms, Objects detected: 76
[INFO] [1751366300.109133733] [minimal_publisher]: TIME: 10.656800 ms, Objects detected: 65
[INFO] [1751366300.317520125] [minimal_publisher]: TIME: 8.539136 ms, Objects detected: 68
[INFO] [1751366300.522057726] [minimal_publisher]: TIME: 6.559744 ms, Objects detected: 68
[INFO] [1751366300.708511919] [minimal_publisher]: TIME: 6.904832 ms, Objects detected: 76
[INFO] [1751366300.923540338] [minimal_publisher]: TIME: 10.686624 ms, Objects detected: 61
